Tran_Date,Account,Tran_Amt,Merchant
11/1/2022,15169,70.71,FRONTGATE
11/1/2022,18637,6.96,PBTEEN
11/2/2022,11066,34.4,STAPLES
11/2/2022,11066,84.43,JTV
11/2/2022,12594,12.89,BUILD A BEAR WORKSHOP
11/2/2022,12594,13.76,CRUTCHFIELD
11/2/2022,13699,31.47,CHAMPS
11/2/2022,14447,85.73,HOMEGOODS
11/2/2022,19202,68.74,BODY BASICS FITNESS EQUIPMENT
11/2/2022,19202,139.32,GO PLAY GOLF
11/3/2022,13699,58.13,CUSP
11/3/2022,15169,12.86,LANE BRYANT
11/3/2022,16549,33.06,WEST ELM
11/4/2022,12053,14.23,BANANA REPUBLIC
11/4/2022,15191,78.87,UNDER ARMOUR
11/4/2022,19532,175.91,LAST CALL
11/5/2022,11737,16.13,WILLIAMS-SONOMA
11/5/2022,14736,8.45,SHI BY JOURNEYS
11/5/2022,15169,52.37,BATH & BODY WORKS
11/5/2022,15169,53.9,UNDERGROUND BY JOURNEYS
11/5/2022,15169,60.58,BASS PRO SHOPS
11/5/2022,15191,12.56,LANE BRYANT
11/5/2022,17622,7.82,CHARITY CHOICE
11/5/2022,19548,29.21,ENCORE LAS VEGAS
11/6/2022,11066,7.39,ADIDAS
11/6/2022,12594,5.49,TALBOTS
11/6/2022,13202,147.81,ENCORE LAS VEGAS
11/6/2022,13699,66.35,CRUTCHFIELD
11/6/2022,13699,78.42,KIDS FOOT LOCKER
11/6/2022,15191,12.32,PRO AM GOLF USA
11/7/2022,14447,89.87,ATHLETA
11/7/2022,17938,115.59,LANE BRYANT
11/7/2022,18637,9.6,KIDS FOOT LOCKER
11/7/2022,18789,8.71,BROWN DERBY INTERNATIONAL WINE
11/8/2022,11066,62.9,DILLARDS
11/8/2022,11737,217.15,SHUTTERFLY
11/8/2022,12594,31.27,FAMOUS FOOTWEAR
11/8/2022,16549,15.17,HORCHOW
11/8/2022,19548,463.1,MACYS
11/9/2022,13894,31.58,FRONTGATE
11/10/2022,12053,75.61,HORCHOW
11/11/2022,13202,261.23,Vegepod
11/11/2022,13699,20.59,YANKEE CANDLE
11/11/2022,13894,60.49,YANKEE CANDLE
11/11/2022,14447,14.76,SEPHORA
11/11/2022,19548,21.56,BROOKS BROTHERS
11/12/2022,11066,64.03,NIKE
11/12/2022,11737,68.47,MACYS
11/12/2022,13202,80.37,UNIQUE TRAVEL CORP.
11/12/2022,13699,116.64,GUITAR CENTER
11/12/2022,14736,55.83,AMERICAN EAGLE
11/12/2022,15169,38.52,MARSHALLS
11/12/2022,15169,52.7,BROOKS BROTHERS
11/12/2022,19548,32,MACYS
11/13/2022,13699,12.69,ENCORE LAS VEGAS
11/13/2022,14447,9.72,ADIDAS
11/13/2022,14447,37.77,ATHLETA
11/13/2022,15191,21.74,UNDER ARMOUR
11/13/2022,17622,216.91,Nautica
11/13/2022,19532,123.04,YANKEE CANDLE
11/13/2022,19548,54.25,BANANA REPUBLIC
11/14/2022,12594,7.07,YANKEE CANDLE
11/14/2022,13202,83.07,BANANA REPUBLIC
11/14/2022,13894,28.34,GAP KIDS
11/14/2022,14447,35.09,EDDIE BAUER
11/14/2022,14447,191.16,HORCHOW
11/14/2022,15191,136.09,MARSHALLS
11/15/2022,13202,273.04,Crate and Kids
11/15/2022,14447,201.94,BATH & BODY WORKS
11/15/2022,15191,6.49,SIERRA
11/15/2022,18637,9.06,GUITAR CENTER
11/16/2022,11066,13.3,TALBOTS
11/16/2022,13894,29.11,BROWN DERBY INTERNATIONAL WINE
11/16/2022,14736,5.73,LAST CALL
11/16/2022,17938,142.94,PLEASANT HOLIDAYS
11/17/2022,13699,8.56,Fanatics
11/17/2022,13699,10.48,LAST CALL
11/17/2022,14447,107.34,HORCHOW
11/17/2022,16549,11.02,BANANA REPUBLIC
11/17/2022,19532,54.04,BANANA REPUBLIC
11/18/2022,12594,124.26,MASTERCUTS
11/18/2022,13202,87.88,PRO AM GOLF USA
11/18/2022,13699,129.97,Vegepod
11/18/2022,14736,22.92,SPAFINDER WELLNESS 365
11/18/2022,17622,5.55,AEROPOSTALE
11/19/2022,12594,84.32,L.L. BEAN
11/19/2022,14447,76.13,BROOKS BROTHERS
11/19/2022,15169,89.41,EXPRESS/EXPRESS MEN
11/19/2022,15191,145.42,KIDS FOOT LOCKER
11/19/2022,16549,68.56,ZAPPOS.COM
11/20/2022,15191,8.3,THE HOME DEPOT
11/20/2022,15191,131.99,FAMOUS FOOTWEAR
11/20/2022,16549,8.18,AMERICAN EAGLE
11/20/2022,18637,259.73,WYNN LAS VEGAS
11/20/2022,18789,38.6,Wayfair.com
11/21/2022,11066,263.51,BROWN DERBY INTERNATIONAL WINE
11/21/2022,12594,66.51,L.L. BEAN
11/21/2022,13202,37.19,CELEBRITY CRUISES
11/21/2022,15191,35.56,UNDERGROUND BY JOURNEYS
11/21/2022,19202,13.19,JTV
11/22/2022,12053,13.89,PBTEEN
11/22/2022,13699,11.07,POTTERY BARN KIDS
11/22/2022,15022,105.98,OLD NAVY
11/23/2022,13202,81.68,ADIDAS
11/23/2022,13202,104.27,LANDS END HOME
11/23/2022,14447,244.57,Fanatics
11/23/2022,14736,88.66,Vegepod
11/23/2022,18637,15.27,ADIDAS
11/23/2022,18637,95.54,THE CHILDRENS PLACE
11/23/2022,19548,29.88,LAST CALL
11/24/2022,12594,9.83,LANE BRYANT
11/24/2022,14447,57.21,AEROPOSTALE
11/25/2022,11737,14.94,HORCHOW
11/25/2022,11737,71.66,HOMEGOODS
11/25/2022,13894,59.14,BROWN DERBY INTERNATIONAL WINE
11/25/2022,16549,146.99,DILLARDS
11/25/2022,18637,141.85,EXPRESS/EXPRESS MEN
11/26/2022,12594,133.72,JTV
11/26/2022,14736,22.04,CHAMPS
11/26/2022,15022,87.87,T.J. MAXX
11/26/2022,17938,17.21,SPAFINDER WELLNESS 365
11/27/2022,11737,36.91,JCPENNEY
11/27/2022,12053,125.13,EXPRESS/EXPRESS MEN
11/27/2022,13699,13.17,CRUTCHFIELD
11/27/2022,19548,60.94,TOURNEAU WATCHES
11/28/2022,11066,29.24,SHI BY JOURNEYS
11/28/2022,11066,557.82,BUILD A BEAR WORKSHOP
11/28/2022,14447,63.69,CHARITY CHOICE
11/28/2022,16549,18.81,ZAPPOS.COM
11/28/2022,18789,9.86,JTV
11/29/2022,11066,28.49,CHAMPS
11/29/2022,11066,58.2,WEST ELM
11/29/2022,12053,10.21,AMERICAN EAGLE
11/29/2022,12053,52.65,LANDS END HOME
11/29/2022,19202,214.84,BANANA REPUBLIC
11/30/2022,14447,7.78,LANE BRYANT
11/30/2022,19202,51.73,CRATE AND BARREL
12/1/2022,13202,81.87,THE HOME DEPOT
12/1/2022,13894,67.85,LANDS END
12/1/2022,14447,6.29,SHI BY JOURNEYS
12/1/2022,15191,12.39,CHARITY CHOICE
12/1/2022,15191,56.05,POTTERY BARN
12/2/2022,11066,243.69,ATHLETA
12/2/2022,14447,98.07,HOMEGOODS
12/2/2022,19202,75.96,STAPLES
12/3/2022,11737,218.05,T.J. MAXX
12/3/2022,13699,233.46,SHUTTERFLY
12/3/2022,15022,98.84,SUNGLASS HUT
12/3/2022,15191,71.4,CARNIVAL CRUISE LINES
12/3/2022,18637,39.41,SIERRA
12/3/2022,19202,36.99,WEST ELM
12/3/2022,19532,78.46,Wayfair.com
12/4/2022,11737,88.38,POTTERY BARN
12/4/2022,12053,6.25,BODY BASICS FITNESS EQUIPMENT
12/4/2022,13699,31.33,AEROPOSTALE
12/4/2022,18789,79.7,HOMEGOODS
12/4/2022,19202,9.58,PBTEEN
12/5/2022,11066,104.28,WILLIAMS-SONOMA
12/5/2022,11066,132.89,BODY BASICS FITNESS EQUIPMENT
12/5/2022,11737,12.63,Nautica
12/5/2022,13202,14.69,CUSP
12/5/2022,15191,16.67,PBTEEN
12/5/2022,17938,5.95,Crate and Kids
12/6/2022,12053,139.57,SEPHORA
12/6/2022,15191,24.27,HORCHOW
12/6/2022,17938,133.18,TALBOTS
12/7/2022,11066,195.19,TALBOTS
12/7/2022,15022,110.26,GUITAR CENTER
12/7/2022,19202,35.67,ENCORE LAS VEGAS
12/8/2022,11066,14.53,WYNN LAS VEGAS
12/8/2022,13699,80.04,LANDS END HOME
12/8/2022,13894,8.9,CB2
12/8/2022,17622,86.6,ADIDAS
12/9/2022,11066,83.56,WYNN LAS VEGAS
12/9/2022,15022,78.75,CB2
12/9/2022,15169,83.1,YANKEE CANDLE
12/9/2022,16549,33.79,GAP KIDS
12/9/2022,17622,298.94,EDDIE BAUER
12/10/2022,11066,128.87,EDDIE BAUER
12/10/2022,13202,85.34,OLD NAVY
12/10/2022,13202,87.93,SAKS OFF 5TH
12/10/2022,13699,8.63,GAP KIDS
12/10/2022,15169,8.63,LANDS END HOME
12/10/2022,15169,67.84,Vegepod
12/10/2022,17622,60.85,EDDIE BAUER
12/10/2022,18789,68.1,Crate and Kids
12/11/2022,15169,192.35,CHAMPS
12/11/2022,16549,9.82,BODY BASICS FITNESS EQUIPMENT
12/11/2022,17622,7.06,GAP KIDS
12/11/2022,18637,24.77,POTTERY BARN
12/11/2022,18789,9.43,ZAPPOS.COM
12/11/2022,19202,37.48,SHUTTERFLY
12/12/2022,13202,14.22,THE CHILDRENS PLACE
12/12/2022,14447,7.59,LANDS END
12/12/2022,14736,7.16,CABELAS
12/12/2022,16549,31.49,FRONTGATE
12/12/2022,19202,32.5,HOMESENSE
12/12/2022,19548,30.27,EDDIE BAUER
12/13/2022,11737,119.5,UNDER ARMOUR
12/13/2022,13202,81.67,WILLIAMS-SONOMA
12/13/2022,13699,260.14,FURNITURE REWARDS
12/13/2022,16549,136,Vegepod
12/13/2022,19202,77.78,BROOKS BROTHERS
12/14/2022,11066,38.79,FRONTGATE
12/14/2022,11066,126.53,ZAPPOS.COM
12/14/2022,12594,81.17,Crate and Kids
12/14/2022,16549,128.21,HOMESENSE
12/14/2022,17938,16.37,SEPHORA
12/14/2022,19202,5.67,HOMESENSE
12/15/2022,17938,7.75,LANE BRYANT
12/15/2022,19532,62.97,ENCORE LAS VEGAS
12/16/2022,13202,29.91,Nautica
12/16/2022,13699,5.23,1-800-FLOWERS.COM
12/16/2022,14736,65.52,OLD NAVY
12/16/2022,18637,101.58,SUNGLASS HUT
12/16/2022,19548,69.54,FOOT LOCKER
12/17/2022,11737,11.37,NEIMAN MARCUS
12/17/2022,14447,6.76,JCPENNEY
12/17/2022,17938,119.09,POTTERY BARN KIDS
12/17/2022,19202,63.97,TRIPGIFT
12/18/2022,12594,446.95,Nautica
12/18/2022,15169,6.35,LAST CALL
12/18/2022,19532,242.87,FRONTGATE
12/19/2022,11737,50.78,PRO AM GOLF USA
12/19/2022,11737,273.22,1-800-FLOWERS.COM
12/19/2022,13202,184.13,FAMOUS FOOTWEAR
12/19/2022,13894,18.42,THE CONTAINER STORE
12/19/2022,13894,53.21,Vegepod
12/19/2022,15169,23.37,GAP KIDS
12/19/2022,15191,17.19,Wayfair.com
12/19/2022,15191,293,SHUTTERFLY
12/19/2022,18789,7.05,UNDER ARMOUR
12/19/2022,18789,68.28,CABELAS
12/19/2022,18789,71.06,SHI BY JOURNEYS
12/20/2022,11737,190.23,LANDS END HOME
12/20/2022,13894,38.25,BROWN DERBY INTERNATIONAL WINE
12/20/2022,13894,83.52,JCPENNEY
12/21/2022,13699,58.3,Vegepod
12/21/2022,18789,6.82,POTTERY BARN
12/22/2022,12594,61.06,JCPENNEY
12/22/2022,12594,62.72,LANDS END
12/22/2022,17622,123.44,SPAFINDER WELLNESS 365
12/22/2022,18789,5.96,SHUTTERFLY
12/22/2022,18789,166.74,BROWN DERBY INTERNATIONAL WINE
12/23/2022,11737,59.13,BROWN DERBY INTERNATIONAL WINE
12/23/2022,12053,12.66,Vegepod
12/23/2022,13699,62.66,Vegepod
12/23/2022,14736,5.24,T.J. MAXX
12/23/2022,18789,82.35,MASTERCUTS
12/23/2022,18789,285.87,1-800-FLOWERS.COM
12/23/2022,19202,58.09,STAPLES
12/23/2022,19548,68.25,NEIMAN MARCUS
12/24/2022,13202,34.65,BODY BASICS FITNESS EQUIPMENT
12/24/2022,13699,61.1,SHUTTERFLY
12/24/2022,16549,66.49,CABELAS
12/24/2022,18637,80.24,CB2
12/24/2022,18789,222.51,UNIQUE TRAVEL CORP.
12/24/2022,19202,128.46,L.L. BEAN
12/25/2022,13202,403.67,GAP KIDS
12/25/2022,14447,69.15,L.L. BEAN
12/25/2022,15022,574.49,CHARITY CHOICE
12/25/2022,17622,120.14,AMERICAN EAGLE
12/25/2022,17938,213.12,EDDIE BAUER
12/25/2022,18637,240.01,GAP KIDS
12/25/2022,18789,6.43,NIKE
12/25/2022,18789,67.84,BATH & BODY WORKS
12/26/2022,12053,28.35,FURNITURE REWARDS
12/26/2022,12053,83.06,MIRAVAL RESORT & SPA
12/26/2022,12594,107.76,BUILD A BEAR WORKSHOP
12/26/2022,13699,53.9,HOMESENSE
12/26/2022,13894,8.96,PBTEEN
12/26/2022,14447,5.42,POTTERY BARN KIDS
12/26/2022,15191,282.48,Crate and Kids
12/26/2022,16549,80.32,SHUTTERFLY
12/26/2022,19202,53.64,SAKS FIFTH AVENUE
12/27/2022,12053,117.16,FAMOUS FOOTWEAR
12/27/2022,13699,12.38,TRIPGIFT
12/27/2022,13699,23.75,CABELAS
12/27/2022,14736,509.09,STAPLES
12/27/2022,15169,71.1,TOURNEAU WATCHES
12/27/2022,15191,74.05,AMERICAN EAGLE
12/28/2022,11066,62.65,FRONTGATE
12/28/2022,12053,142.08,THE CONTAINER STORE
12/28/2022,14447,54.97,BUILD A BEAR WORKSHOP
12/28/2022,19202,83.24,SAKS FIFTH AVENUE
12/28/2022,19548,13.71,OLD NAVY
12/29/2022,11737,60.24,JOURNEYS/JOURNEYS KIDZ
12/29/2022,13699,31.5,YANKEE CANDLE
12/29/2022,14736,12.73,L.L. BEAN
12/29/2022,14736,70.33,THE CONTAINER STORE
12/29/2022,15022,10.95,MIRAVAL RESORT & SPA
12/29/2022,17622,17.06,ATHLETA
12/29/2022,19202,12.94,AEROPOSTALE
12/30/2022,11737,155.23,DILLARDS
12/30/2022,15022,24.89,POTTERY BARN
12/30/2022,17938,6.13,CHAMPS
12/30/2022,19548,17.14,THE CONTAINER STORE
12/31/2022,15022,25.01,STAPLES
12/31/2022,15169,60.85,WILLIAMS-SONOMA
12/31/2022,16549,18.31,MIRAVAL RESORT & SPA
12/31/2022,17622,24.86,HOMESENSE
12/31/2022,17622,89.68,1-800-FLOWERS.COM
12/31/2022,19202,73.71,MACYS
12/31/2022,19548,21.88,CUSP
1/1/2023,17938,222.63,BODY BASICS FITNESS EQUIPMENT
1/1/2023,18637,59.76,T.J. MAXX
1/1/2023,19202,140.5,NIKE
1/1/2023,19532,118.52,BANANA REPUBLIC
1/2/2023,12053,39.35,JOURNEYS/JOURNEYS KIDZ
1/2/2023,16549,16.85,BATH & BODY WORKS
1/2/2023,16549,20.91,NEIMAN MARCUS
1/3/2023,13699,34.28,CRATE AND BARREL
1/3/2023,13894,60.96,PBTEEN
1/3/2023,19548,12.55,MACYS
1/4/2023,19202,100.66,BATH & BODY WORKS
1/4/2023,19202,272.14,EXPRESS/EXPRESS MEN
1/5/2023,17938,269.39,GUITAR CENTER
1/5/2023,19202,66.26,HOMESENSE
1/6/2023,11066,135.61,T.J. MAXX
1/6/2023,13202,38.64,CB2
1/6/2023,15191,99.97,NEIMAN MARCUS
1/6/2023,16549,50.91,MASTERCUTS
1/6/2023,17622,34.3,TOURNEAU WATCHES
1/6/2023,17938,30.1,Fanatics
1/6/2023,19548,9.3,JOURNEYS/JOURNEYS KIDZ
1/6/2023,19548,61.02,WILLIAMS-SONOMA
1/6/2023,19548,135.5,KIDS FOOT LOCKER
1/6/2023,19548,260.97,CHAMPS
1/7/2023,12053,133.33,SAKS FIFTH AVENUE
1/7/2023,13894,64.21,THE HOME DEPOT
1/7/2023,14736,54.41,GO PLAY GOLF
1/7/2023,14736,82.76,NEIMAN MARCUS
1/7/2023,19532,5.31,DILLARDS
1/8/2023,13202,194.96,BANANA REPUBLIC
1/8/2023,19202,88.34,EXPRESS/EXPRESS MEN
1/9/2023,16549,13.96,NIKE
1/9/2023,19532,20.72,DILLARDS
1/10/2023,13699,18.53,AMERICAN EAGLE
1/10/2023,13894,51.96,KIDS FOOT LOCKER
1/10/2023,14447,29.26,SEPHORA
1/10/2023,15191,60.37,THE CHILDRENS PLACE
1/10/2023,15191,171.71,GO PLAY GOLF
1/10/2023,15191,188.19,FRONTGATE
1/11/2023,11737,6.98,MACYS
1/11/2023,12053,85.74,Fanatics
1/11/2023,15191,67.88,FURNITURE REWARDS
1/11/2023,15191,84.6,SAKS FIFTH AVENUE
1/11/2023,16549,24.14,STAPLES
1/11/2023,18637,14.52,SALLY BEAUTY
1/11/2023,18637,70.55,MACYS
1/11/2023,19202,7.43,BASS PRO SHOPS
1/12/2023,11066,103.88,TRIPGIFT
1/12/2023,12053,36.94,WILLIAMS-SONOMA
1/12/2023,12053,61.76,Fanatics
1/12/2023,16549,11.37,LANDS END
1/13/2023,13202,164.58,LANDS END HOME
1/13/2023,14447,122.34,PRO AM GOLF USA
1/13/2023,15022,21.05,CARNIVAL CRUISE LINES
1/14/2023,12053,25.45,CHARITY CHOICE
1/14/2023,13699,148.81,CB2
1/14/2023,14447,11.83,AEROPOSTALE
1/14/2023,14447,90.04,WILLIAMS-SONOMA
1/14/2023,16549,5.76,SHUTTERFLY
1/14/2023,17938,8.06,TALBOTS
1/14/2023,18789,13.52,UNDERGROUND BY JOURNEYS
1/15/2023,11066,13.71,SAKS FIFTH AVENUE
1/15/2023,13894,27.71,HORCHOW
1/15/2023,14447,18.51,BUILD A BEAR WORKSHOP
1/15/2023,15022,258.12,TALBOTS
1/15/2023,19548,11.96,LANE BRYANT
1/15/2023,19548,590.7,CHAMPS
1/16/2023,11066,291.05,GUITAR CENTER
1/16/2023,15022,82.66,Fanatics
1/16/2023,15191,27.48,1-800-FLOWERS.COM
1/17/2023,13202,11.19,CHARITY CHOICE
1/17/2023,13202,12.85,CRUTCHFIELD
1/17/2023,15169,37.77,OLD NAVY
1/17/2023,18789,110.46,JOHNSTON & MURPHY
1/18/2023,12594,17.35,Vegepod
1/18/2023,13202,17.55,MARSHALLS
1/18/2023,13699,66.42,SEPHORA
1/18/2023,13894,62.1,TOURNEAU WATCHES
1/18/2023,19548,264.09,EDDIE BAUER
1/19/2023,11066,9.76,THE CONTAINER STORE
1/19/2023,11066,137.37,PBTEEN
1/19/2023,11737,9.74,CRATE AND BARREL
1/19/2023,13699,104.1,BASS PRO SHOPS
1/19/2023,18637,58.57,ATHLETA
1/20/2023,11066,9.45,THE CONTAINER STORE
1/20/2023,12594,72.69,UNDERGROUND BY JOURNEYS
1/20/2023,14447,119.35,CB2
1/20/2023,14736,115.89,PRO AM GOLF USA
1/20/2023,15022,132.98,CRUTCHFIELD
1/20/2023,15191,5.79,POTTERY BARN
1/21/2023,13202,52.57,JOURNEYS/JOURNEYS KIDZ
1/21/2023,15191,6.26,SHI BY JOURNEYS
1/21/2023,16549,39.61,Crate and Kids
1/21/2023,18789,6.65,TALBOTS
1/21/2023,19532,12.27,DILLARDS
1/21/2023,19532,32.38,UNDERGROUND BY JOURNEYS
1/22/2023,13202,87.48,AEROPOSTALE
1/22/2023,15022,274.65,EXPRESS/EXPRESS MEN
1/22/2023,15169,85.49,MACYS
1/22/2023,15169,146.17,PBTEEN
1/22/2023,18637,6.92,TALBOTS
1/22/2023,19548,87.66,L.L. BEAN
1/23/2023,12594,6.26,BROOKS BROTHERS
1/23/2023,13202,70.09,CARNIVAL CRUISE LINES
1/23/2023,14736,6.01,LANDS END HOME
1/23/2023,15022,149.87,CELEBRITY CRUISES
1/23/2023,16549,134.29,GUITAR CENTER
1/23/2023,17622,6.91,FURNITURE REWARDS
1/23/2023,17938,55.76,OLD NAVY
1/23/2023,18637,7.31,WEST ELM
1/23/2023,18789,73.58,L.L. BEAN
1/24/2023,12053,64.81,AMERICAN EAGLE
1/24/2023,12594,58.8,CRATE AND BARREL
1/24/2023,13699,428.38,1-800-FLOWERS.COM
1/24/2023,15191,25,AMERICAN EAGLE
1/24/2023,17938,14.8,BASS PRO SHOPS
1/24/2023,17938,58.03,CHARITY CHOICE
1/24/2023,18637,20.71,Crate and Kids
1/25/2023,15169,23.57,L.L. BEAN
1/25/2023,15191,116.76,THE HOME DEPOT
1/25/2023,17938,29.9,HOMESENSE
1/25/2023,17938,39.81,BATH & BODY WORKS
1/25/2023,17938,493.27,ZAPPOS.COM
1/25/2023,19202,75.27,COST PLUS WORLD MARKET
1/26/2023,13202,112.37,CB2
1/26/2023,14447,145.07,L.L. BEAN
1/26/2023,19202,29.81,Wayfair.com
1/27/2023,13894,62.57,GO PLAY GOLF
1/27/2023,16549,62.6,THE CONTAINER STORE
1/27/2023,18637,24.97,CABELAS
1/27/2023,19548,7.16,SUNGLASS HUT
1/28/2023,11737,75.53,ZAPPOS.COM
1/28/2023,12594,5.64,SEPHORA
1/28/2023,14447,65.89,PRO AM GOLF USA
1/28/2023,15169,287.73,ZAPPOS.COM
1/28/2023,17622,9.6,GAP KIDS
1/28/2023,18637,63.25,PLEASANT HOLIDAYS
1/28/2023,18637,163.6,ATHLETA
1/29/2023,13894,254.14,COST PLUS WORLD MARKET
1/29/2023,14447,70.82,MIRAVAL RESORT & SPA
1/29/2023,15169,10.78,Crate and Kids
1/29/2023,17938,26.63,CABELAS
1/29/2023,19532,16.75,BANANA REPUBLIC
1/30/2023,12053,6.2,Nautica
1/30/2023,12594,7.3,LANDS END
1/30/2023,13699,25.03,SPAFINDER WELLNESS 365
1/30/2023,14736,12.37,1-800-FLOWERS.COM
1/30/2023,15191,14.38,BANANA REPUBLIC
1/30/2023,15191,229.99,NEIMAN MARCUS
1/30/2023,16549,9.66,HOMEGOODS
1/30/2023,19202,7.2,SEPHORA
1/30/2023,19532,13,CRUTCHFIELD
1/30/2023,19532,72.44,SEPHORA
1/31/2023,14736,10.25,BODY BASICS FITNESS EQUIPMENT
1/31/2023,17938,64.5,LANDS END HOME
1/31/2023,19202,25.64,Fanatics
2/1/2023,11066,53.72,OLD NAVY
2/1/2023,11737,52.66,Nautica
2/1/2023,13894,8,EXPRESS/EXPRESS MEN
2/2/2023,12053,55.87,BROWN DERBY INTERNATIONAL WINE
2/2/2023,19202,104.01,FOOT LOCKER
2/3/2023,11737,74.48,LANDS END
2/3/2023,13202,39.21,BROOKS BROTHERS
2/3/2023,13699,296.63,UNIQUE TRAVEL CORP.
2/3/2023,17622,15.48,COST PLUS WORLD MARKET
2/3/2023,18637,87.23,T.J. MAXX
2/3/2023,19548,6.89,SHI BY JOURNEYS
2/4/2023,13202,237.38,WILLIAMS-SONOMA
2/4/2023,13699,139.9,UNDER ARMOUR
2/4/2023,13894,5.72,SEPHORA
2/4/2023,14736,197.75,CABELAS
2/4/2023,15022,139.52,SALLY BEAUTY
2/4/2023,17622,89.24,SEPHORA
2/4/2023,17938,37.22,POTTERY BARN KIDS
2/4/2023,19202,89.41,Vegepod
2/4/2023,19532,33.23,DILLARDS
2/5/2023,11737,122.44,TALBOTS
2/5/2023,13699,296.45,Nautica
2/5/2023,17938,7.93,THE CHILDRENS PLACE
2/5/2023,18789,28.47,AMERICAN EAGLE
2/5/2023,19202,111.84,SAKS OFF 5TH
2/5/2023,19532,11.36,T.J. MAXX
2/5/2023,19532,474.82,CRATE AND BARREL
2/6/2023,13894,11.25,CHARITY CHOICE
2/6/2023,17622,187.41,Fanatics
2/7/2023,11737,72.79,WYNN LAS VEGAS
2/7/2023,11737,130.61,BODY BASICS FITNESS EQUIPMENT
2/7/2023,11737,155.82,CHARITY CHOICE
2/7/2023,12053,51.66,WEST ELM
2/7/2023,12594,230.35,T.J. MAXX
2/7/2023,13202,158.93,JTV
2/7/2023,15022,293.11,CARNIVAL CRUISE LINES
2/7/2023,16549,249.37,BROOKS BROTHERS
2/7/2023,17622,16.36,THE CONTAINER STORE
2/7/2023,18789,14.7,Fanatics
2/8/2023,11066,36.3,SAKS OFF 5TH
2/8/2023,11737,28.71,PLEASANT HOLIDAYS
2/8/2023,14736,109.71,SHI BY JOURNEYS
2/8/2023,18789,103.44,JOURNEYS/JOURNEYS KIDZ
2/8/2023,19202,15.47,BUILD A BEAR WORKSHOP
2/8/2023,19548,7.03,PRO AM GOLF USA
2/9/2023,12594,11.2,COST PLUS WORLD MARKET
2/9/2023,14447,5.84,FAMOUS FOOTWEAR
2/9/2023,14736,131.43,THE CONTAINER STORE
2/9/2023,15191,8.43,JCPENNEY
2/9/2023,16549,239.72,MARSHALLS
2/9/2023,16549,282.35,BODY BASICS FITNESS EQUIPMENT
2/9/2023,19532,65.39,CB2
2/10/2023,12594,57.97,TRIPGIFT
2/10/2023,13699,23.48,POTTERY BARN KIDS
2/10/2023,15191,17.12,HOMESENSE
2/10/2023,17938,7.1,WEST ELM
2/10/2023,17938,235.56,BROOKS BROTHERS
2/10/2023,18789,10.96,CABELAS
2/11/2023,11737,36.48,UNIQUE TRAVEL CORP.
2/11/2023,14447,60.44,1-800-FLOWERS.COM
2/11/2023,14447,124.32,SHI BY JOURNEYS
2/11/2023,19532,14.91,EXPRESS/EXPRESS MEN
2/11/2023,19532,73.97,MIRAVAL RESORT & SPA
2/11/2023,19532,111.96,ADIDAS
2/12/2023,15022,18.95,JTV
2/12/2023,17622,107.83,ZAPPOS.COM
2/13/2023,11066,112.23,UNDERGROUND BY JOURNEYS
2/13/2023,12594,85.18,T.J. MAXX
2/13/2023,13202,52.59,FOOT LOCKER
2/13/2023,14447,66.64,PRO AM GOLF USA
2/13/2023,15169,21.4,EDDIE BAUER
2/13/2023,15191,11.21,COST PLUS WORLD MARKET
2/13/2023,17938,197.55,BANANA REPUBLIC
2/13/2023,19532,26.34,FRONTGATE
2/14/2023,11066,288.94,PBTEEN
2/14/2023,11737,5.61,POTTERY BARN
2/14/2023,15169,11.79,LANDS END HOME
2/14/2023,15191,15.05,SHI BY JOURNEYS
2/14/2023,17938,5.28,BROWN DERBY INTERNATIONAL WINE
2/14/2023,17938,59.81,CUSP
2/14/2023,18789,67.26,Fanatics
2/14/2023,18789,103.9,BODY BASICS FITNESS EQUIPMENT
2/15/2023,16549,135.18,CRATE AND BARREL
2/15/2023,18637,76.51,MARSHALLS
2/16/2023,11737,38.51,JOURNEYS/JOURNEYS KIDZ
2/16/2023,12053,84.67,TRIPGIFT
2/16/2023,14736,6.96,PBTEEN
2/16/2023,15191,31.09,FAMOUS FOOTWEAR
2/16/2023,18789,26.79,EDDIE BAUER
2/16/2023,19202,7.54,CHARITY CHOICE
2/16/2023,19202,16.04,ENCORE LAS VEGAS
2/16/2023,19548,84.64,MASTERCUTS
2/17/2023,11737,142.65,JCPENNEY
2/17/2023,12053,126.43,MASTERCUTS
2/17/2023,13699,205.33,L.L. BEAN
2/17/2023,14736,15.43,OLD NAVY
2/17/2023,19202,5.94,CABELAS
2/18/2023,19532,17.21,SAKS OFF 5TH
2/19/2023,12053,72.85,FAMOUS FOOTWEAR
2/19/2023,15191,97.78,JOURNEYS/JOURNEYS KIDZ
2/20/2023,11737,63.27,CHARITY CHOICE
2/20/2023,13202,132.59,PLEASANT HOLIDAYS
2/20/2023,13894,87.56,THE HOME DEPOT
2/20/2023,14736,72.87,BROWN DERBY INTERNATIONAL WINE
2/20/2023,15169,27.21,TRIPGIFT
2/20/2023,15169,63.86,EXPRESS/EXPRESS MEN
2/20/2023,19202,33.44,SIERRA
2/20/2023,19532,215.8,L.L. BEAN
2/21/2023,11066,222.08,FOOT LOCKER
2/21/2023,17622,82.66,SPAFINDER WELLNESS 365
